KO	C001_FD2_ORC.quant	C001_FD3_ORC.quant	C001_L-3_ORC.quant	C001_L-44_ORC.quant	C001_L-92_ORC.quant	C001_R+1_ORC.quant	C001_R+45_ORC.quant	C001_R+82_ORC.quant	C002_FD2_ORC.quant	C002_FD3_ORC.quant	C002_L-3_ORC.quant	C002_L-44_ORC.quant	C002_L-92_ORC.quant	C002_R+1_ORC.quant	C002_R+45_ORC.quant	C002_R+82_ORC.quant	C003_FD2_ORC.quant	C003_FD3_ORC.quant	C003_L-3_ORC.quant	C003_L-44_ORC.quant	C003_L-92_ORC.quant	C003_R+1_ORC.quant	C003_R+45_ORC.quant	C003_R+82_ORC.quant	C004_FD2_ORC.quant	C004_FD3_ORC.quant	C004_L-3_ORC.quant	C004_L-44_ORC.quant	C004_L-92_ORC.quant	C004_R+1_ORC.quant	C004_R+45_ORC.quant	C004_R+82_ORC.quant
K00917	306.836	331.867	10.0	0.0	127.312	0.0	125.962	0.0	14.916	16.174	0.0	57.683	394.438	22.597	7.0	2.353	90.452	118.149	56.512	22.586	127.92399999999999	0.0	11.731	36.987	917.0409999999999	204.19	580.928	6.0	170.34900000000002	4.0	160.6	15.0
K00919	6.0	16.0	0.0	0.0	4.0	0.0	8.0	0.0	4.0	0.0	29.0	9.0	2.0	3.0	5.0	15.0	19.0	64.436	8.0	73.0	24.0	16.0	11.0	19.0	26.0	9.0	38.0	160.0	4.0	2.0	4.0	8.0
K00924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00925	246.81900000000002	0.0	136.518	67.0	46.546	26.957	9.807	55.074	6.0	1.0	45.138000000000005	2.0	2.0	19.0	2.802	11.998999999999999	5.0	7.0	0.0	15.0	10.960999999999999	56.0	36.782	48.041	61.135	16.104	55.646	93.945	15.0	12.171	2.0	59.316
K00926	167.63899999999998	27.0	17.0	30.0	36.478	46.006	55.901	50.0	0.0	15.0	16.0	1.0	27.0	25.095	7.595000000000001	13.0	66.0	36.0	22.0	0.0	150.0	113.0	63.941	62.0	53.0	24.0	100.0	36.0	206.0	78.902	97.0	17.0
K00927	476.812	41.0	8.886	13.0	150.785	102.0	24.31	644.057	15.0	26.016	128.757	6.0	96.0	76.801	12.354	12.446	47.013	19.293	32.0	119.662	35.0	35.0	121.0	46.0	115.099	53.698	279.82	353.01	287.019	275.948	144.013	47.24
K00928	58.478	27.0	0.0	0.0	8.0	0.0	18.387	5.0	9.589	16.462	12.0	77.0	7.77	38.0	107.954	91.0	3.0	22.0	0.0	0.0	1.0	18.0	28.0	9.0	31.452	21.403	74.317	74.532	19.299	4.0	41.249	23.41
K00929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00930	15.699	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	6.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	4.0	10.0	2.0	5.0
K00931	22.974	21.0	27.0	0.0	27.179	19.0	39.306	19.027	31.0	48.901	21.325	13.234	25.0	28.644	6.0	114.827	41.697	39.667	6.225	17.0	14.902	0.0	8.345	12.723	9.851	12.164	36.447	20.588	2.0	20.0	19.694	47.883
K00933	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00934	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00936	10.913	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00937	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
K00938	9.592	0.0	0.0	0.0	29.904	34.219	27.796	0.0	15.16	19.165	12.571	1.0	4.662	7.905	3.0	6.081	0.0	5.387	2.0	0.0	8.615	9.0	7.849	0.0	6.307	1.09	17.86	20.0	6.0	0.0	8.416	12.199
K00939	562.552	553.828	67.434	20.0	300.432	43.0	186.532	31.965999999999998	338.063	273.142	381.087	229.538	214.927	442.24600000000004	188.12199999999999	470.484	562.024	233.301	216.335	212.801	159.89100000000002	63.0	185.0	105.70700000000001	697.66	401.08500000000004	1527.2	1172.3770000000002	265.392	141.875	192.245	350.12199999999996
K00940	24.0	0.0	8.0	0.0	4.0	0.0	3.0	22.0	0.0	3.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	47.0	11.0	5.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	5.0
K00941	23.885	14.079	0.0	0.0	12.0	0.0	61.53	7.0	0.0	2.0	0.0	26.559	0.0	0.0	3.0	8.690000000000001	1.0	43.274	8.0	0.0	4.0	0.0	10.0	0.0	17.646	74.724	17.739	13.0	0.0	0.0	3.0	20.0
K00942	54.252	37.841	19.878999999999998	0.0	34.19	38.0	35.957	22.0	14.129999999999999	47.853	18.33	17.0	1.158	24.0	53.995	104.0	38.829	51.887	9.0	0.0	3.0	0.0	61.0	21.0	26.368	25.604	29.148	103.272	77.556	13.963999999999999	23.0	24.0
K00943	42.925	10.0	0.0	0.0	11.0	0.0	7.514	11.0	0.0	1.0	0.0	0.0	0.0	6.0	0.099	1.0	239.0	398.274	0.0	0.0	84.0	0.0	1.0	0.0	4.0	3.0	11.695	21.0	14.0	5.0	4.0	0.0
K00945	18.926000000000002	77.352	1.076	45.0	39.616	52.863	21.898	1.0	83.955	171.875	52.0	10.284	48.684	98.0	29.96	28.745	12.991	73.12899999999999	10.291	29.0	27.111	20.774	56.765	0.0	47.758	27.388	92.812	51.949	30.424	28.164	59.568999999999996	35.351
K00946	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	19.0	7.0	0.0	8.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	17.0	1.0	0.0
K00948	137.445	11.0	26.0	30.0	19.0	20.0	6.317	24.0	0.0	73.212	72.0	5.0	2.9370000000000003	22.0	18.503	35.701	55.721000000000004	102.329	19.0	0.0	121.363	86.0	59.717	56.0	54.745	17.0	85.94	225.49099999999999	87.414	31.0	11.0	37.0
K00949	8.506	14.14	2.0	0.0	39.493	1.558	77.847	6.0	9.253	11.0	6.622	1.343	15.091	4.0	1.092	15.421	16.373	72.894	43.0	0.0	41.0	36.0	47.0	0.0	25.0	19.411	21.093	18.0	16.89	13.0	20.68	21.864
K00950	107.991	171.942	6.0	0.0	72.3	0.0	118.409	48.408	65.638	79.07900000000001	35.732	19.622999999999998	32.721000000000004	44.007999999999996	41.557	117.959	105.602	154.966	22.877	19.0	41.292	0.0	67.114	14.133	116.033	33.847	122.29599999999999	126.512	30.958	1.0	77.562	93.489
K00951	65.52	2.0	4.325	1.0	9.655999999999999	13.0	4.0	10.0	1.121	3.092	3.1639999999999997	1.0	0.0	1.0	3.1020000000000003	4.0	37.419	60.0	21.214	0.0	45.0	22.0	39.92	16.0	70.438	34.231	66.432	101.508	14.574	42.978	9.635	22.726
K00952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00954	33.0	34.0	11.0	23.0	35.0	18.0	36.367000000000004	15.0	3.0	17.0	14.0	15.0	8.0	10.0	6.0	38.0	40.0	40.0	25.0	11.0	14.0	0.0	16.0	17.0	24.971	7.0	33.0	26.0	9.0	4.0	11.513	17.176000000000002
K00955	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	15.0	1.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	143.0	8.0	0.0
K00956	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	15.0	1.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	143.0	8.0	0.0
K00957	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	38.0	121.0	7.0	0.0
K00958	143.488	0.0	109.953	41.0	97.483	137.777	25.372	36.0	18.0	3.38	109.559	1.004	3.0	10.062999999999999	21.0	21.079	2.043	3.591	0.0	134.14	8.376000000000001	136.0	55.447	48.0	73.963	22.02	41.725	151.526	11.731	10.058	17.525000000000002	45.862
K00960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
K00962	109.69	112.332	68.217	37.299	188.796	8.0	251.451	28.337	87.204	132.556	69.092	42.078	91.45	99.08	36.803	162.482	210.39	573.254	203.0	0.0	167.61	126.0	313.463	50.0	132.13299999999998	129.053	190.36	96.422	41.416	36.587	109.056	100.102
K00963	80.381	102.0	37.0	0.0	65.227	45.0	153.126	20.0	5.0	11.261	18.848	12.716	31.366	36.427	10.065999999999999	41.586	58.221999999999994	146.476	84.005	0.0	128.339	0.0	36.49	54.0	264.0	168.336	501.17100000000005	196.084	104.545	112.0	151.466	199.666
K00965	38.868	0.0	2.5	0.0	5.9879999999999995	0.0	3.148	1.0	2.0	0.0	0.0	0.0	3.919	0.0	0.0	2.0	13.0	28.0	9.0	0.0	9.0	0.0	31.0	0.0	1.357	8.161999999999999	1.0	6.0	2.0	3.743	7.0	0.0
K00966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00968	5.0	0.0	3.0	0.0	4.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	43.0	7.0	54.0	30.0	12.0	14.0	16.0	6.0
K00969	113.31700000000001	192.30700000000002	23.064	15.0	57.43	0.0	56.456	103.739	45.0	98.571	41.732	30.0	51.13	101.128	57.6	92.505	83.924	115.959	26.877	43.0	26.666	2.284	76.114	0.0	134.658	36.949	109.04	84.45100000000001	112.599	103.43	132.385	77.0
K00970	46.629999999999995	0.0	1.0	0.0	7.357	0.0	29.564999999999998	0.0	3.0	14.782	9.901	4.0	4.819	10.462	13.0	68.983	35.338	36.074	14.377	0.0	7.0	30.0	32.0	0.0	32.494	23.747999999999998	67.556	31.788	9.626999999999999	0.0	15.511	18.0
K00971	79.0	0.0	0.0	0.0	1.0	0.0	0.0	2.722	3.0	0.0	1.0	0.0	10.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	5.0	0.0	0.0	20.0	7.0	42.0	10.0	0.0
K00972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00973	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.5	0.0	0.0	5.0	2.0	0.0	1.509	0.0	22.0	0.0	7.0	4.0	3.022	17.0	0.0	0.0	4.0	0.0
K00974	48.629999999999995	0.0	1.0	0.0	8.357	0.0	29.564999999999998	0.0	3.0	14.782	9.901	4.0	4.819	10.462	13.0	68.983	41.338	52.074	15.377	0.0	7.0	30.0	32.0	0.0	33.494	23.747999999999998	67.556	36.788	9.626999999999999	0.0	15.511	18.0
K00975	728.869	286.25800000000004	91.0	0.0	347.205	51.0	537.185	213.43099999999998	45.043	49.187	19.029	33.765	294.462	177.508	26.404	13.704	93.632	87.532	96.943	71.013	277.52299999999997	135.0	101.021	54.0	710.773	219.471	606.838	301.705	455.168	33.0	423.009	188.23
K00978	9.0	0.0	8.0	0.0	0.0	7.0	0.0	0.0	6.0	0.0	0.0	6.0	56.746	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00979	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	26.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00980	5.0	0.0	3.0	0.0	4.0	0.0	7.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	1.0	0.0	43.0	7.0	54.0	30.0	12.0	14.0	18.0	6.0
K00981	60.464	31.0	18.207	0.0	6.682	0.0	11.581	9.0	3.134	11.214	7.2219999999999995	5.0	2.104	27.768	6.0	23.512	11.18	30.87	0.0	40.0	1.9409999999999998	0.0	26.421	19.0	65.086	32.685	130.652	59.984	16.682000000000002	8.0	38.409	15.823
K00982	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	19.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00983	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0
K00984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00986	271.207	24.0	0.0	0.0	4.0	0.0	97.0	25.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.494	0.0	9.0	20.0	2.0	0.0	20.0	0.0
K00988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00990	4.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	14.0	0.0	0.0	6.0	0.0	9.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	1.0	0.0
K00991	80.17	185.411	9.0	3.0	150.77	27.0	16.617	8.0	14.346	8.827	16.772	10.0	18.539	15.0	26.362	208.962	66.876	96.482	16.0	0.0	13.604	0.0	9.0	85.0	87.566	47.439	80.282	43.829	38.120000000000005	6.0	47.441	5.826
K00992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00995	19.0	43.0	7.0	0.0	41.925	0.0	12.112	2.0	25.706	39.609	12.0	8.0	18.734	20.0	9.744	36.0	32.0	41.0	20.0	0.0	9.0	1.0	21.0	16.0	65.395	50.72	83.0	90.0	37.552	34.0	20.0	28.0
K00996	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.371	0.0	3.663	0.0	5.468	0.0	9.0	0.0
K00997	6.589	0.0	0.0	0.0	11.51	0.0	2.0	2.0	1.0	4.0	0.0	0.0	5.0	4.0	4.313	12.015	9.628	61.0	27.0	0.0	20.0	25.0	14.0	0.0	3.0	10.0	6.668	2.0	18.811	23.0	13.449	3.0
K00998	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01000	19.0	72.0	0.0	0.0	18.0	0.0	9.0	0.0	29.0	18.0	9.0	13.0	1.0	18.0	24.087	79.0	35.0	13.0	0.0	0.0	1.0	0.0	36.0	12.0	88.0	92.0	54.0	156.421	3.0	22.0	60.0	25.0
K01002	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
K01006	23.374000000000002	0.0	0.0	0.0	1.0	41.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	14.655999999999999	0.608	0.0	0.0	0.0
K01007	5.622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01008	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
K01011	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	5.0	3.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	7.0	8.0	1.0	0.0
K01012	62.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01034	6.0	0.0	0.0	0.0	0.0	17.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	21.0	19.0	24.0	0.0	0.0	0.0	1.0	0.0
K01035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01039	15.0	1.0	0.0	0.0	1.0	32.0	0.0	2.0	0.0	0.0	4.0	1.0	0.0	4.0	3.0	9.0	3.0	1.0	0.0	0.0	7.0	83.0	31.0	0.0	7.0	2.0	1.0	28.0	0.0	11.0	4.0	0.0
K01040	11.0	23.0	0.0	0.0	2.0	0.0	0.0	10.0	0.0	1.106	7.0	0.0	0.0	7.747	4.423	6.65	0.0	1.0	0.0	0.0	0.0	0.0	24.0	0.0	10.0	1.0	3.0	54.0	1.0	0.0	1.105	3.0
K01042	32.0	72.911	5.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	2.269	5.0	39.0	37.0	7.0	0.0	1.0	0.0	11.0	0.0	14.0	0.0	4.119	10.0	5.0	0.0	2.0	6.0
K01046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01048	1.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
K01051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01056	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	3.187	0.0	0.0	0.0	0.0	1.641	0.0	0.0	0.0	0.0	0.0	3.748	11.0	0.0	0.0	0.0	0.0
K01057	76.618	20.0	2.0	0.0	6.0	0.0	12.0	12.0	0.0	0.0	0.0	3.0	21.0	12.425	1.0	5.0	88.0	197.0	19.0	0.0	14.0	32.0	23.0	0.0	92.0	29.0	96.0	23.0	69.0	6.0	14.0	13.0
K01058	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01060	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01061	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01066	13.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
K01067	37.046	4.0	178.654	17.0	47.0	0.0	6.0	17.0	0.0	0.0	9.0	0.0	1.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.116	17.0	0.0	1.118	3.0	0.0	2.0	7.718	5.0	3.0	0.0
K01069	7.756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
K01070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K01071	12.0	1.021	1.0	0.0	26.0	0.0	6.9239999999999995	0.0	2.0	17.0	5.149	0.0	0.0	7.465	4.0	3.0	17.0	43.0	17.0	0.0	9.708	0.0	33.0	0.0	11.0	10.0	14.0	24.0	3.0	7.0	5.997	6.797
K01073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
