KO	C001_FD2_ORC.quant	C001_FD3_ORC.quant	C001_L-3_ORC.quant	C001_L-44_ORC.quant	C001_L-92_ORC.quant	C001_R+1_ORC.quant	C001_R+45_ORC.quant	C001_R+82_ORC.quant	C002_FD2_ORC.quant	C002_FD3_ORC.quant	C002_L-3_ORC.quant	C002_L-44_ORC.quant	C002_L-92_ORC.quant	C002_R+1_ORC.quant	C002_R+45_ORC.quant	C002_R+82_ORC.quant	C003_FD2_ORC.quant	C003_FD3_ORC.quant	C003_L-3_ORC.quant	C003_L-44_ORC.quant	C003_L-92_ORC.quant	C003_R+1_ORC.quant	C003_R+45_ORC.quant	C003_R+82_ORC.quant	C004_FD2_ORC.quant	C004_FD3_ORC.quant	C004_L-3_ORC.quant	C004_L-44_ORC.quant	C004_L-92_ORC.quant	C004_R+1_ORC.quant	C004_R+45_ORC.quant	C004_R+82_ORC.quant
K00760	63.714	58.556	7.0	17.0	29.0	21.0	2.0	25.0	2.387	9.0	6.0	1.0	0.0	3.0	15.0	12.0	0.0	1.0	2.0	0.0	1.0	30.0	27.0	7.0	14.0	14.0	13.475	40.0	11.057	8.0	28.064	5.0
K00761	377.15	101.0	0.0	0.0	20.0	0.0	41.0	1.0	32.0	33.0	24.0	39.7	8.0	59.0	67.673	126.0	130.0	72.0	53.0	0.0	26.0	0.0	36.0	0.0	66.598	12.0	67.294	117.0	33.0	9.0	19.0	27.0
K00762	9.056000000000001	0.0	3.0	0.0	17.0	20.0	1.0	7.0	7.0	0.0	1.0	0.0	12.0	18.0	4.0	1.0	4.0	11.0	7.0	0.0	4.0	0.0	19.0	11.0	1.0	2.0	3.0	0.0	10.0	39.0	13.0	0.0
K00763	17.059	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	49.0	0.0	1.0	71.0	33.0	1.0	0.0	1.0	32.77	5.0	0.0	0.0	0.0
K00764	37.0	10.0	6.556	0.0	91.103	22.0	15.0	2.0	45.0	125.0	21.0	2.0	72.205	29.825	1.0	3.0	82.0	18.0	48.0	24.0	21.0	5.0	9.0	0.0	59.0	45.0	64.632	26.0	8.0	17.0	24.338	2.0
K00765	0.0	0.0	0.0	0.0	1.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	17.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	2.0	0.0	0.0	0.0	22.0	7.0	2.0	0.0
K00766	4.305	0.0	8.0	0.0	10.0	0.0	2.0	7.0	5.0	7.0	0.0	0.0	43.0	11.0	0.0	2.0	1.563	3.39	0.0	0.0	16.267	0.0	4.0	0.0	15.716	7.0	7.137	12.0	35.355000000000004	79.0	25.0	0.0
K00767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00768	21.0	0.0	0.0	13.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00769	16.0	0.0	0.0	0.0	1.0	28.0	0.0	13.0	0.0	0.0	7.475	0.0	0.0	3.0	2.0	2.0	0.0	0.0	3.0	0.0	2.0	26.0	0.0	33.0	11.0	0.0	8.0	24.0	4.0	4.0	5.0	2.0
K00771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00772	22.526	29.204	10.0	39.0	31.459999999999997	31.0	56.372	3.0	12.0	2.0	1.0	15.0	72.0	2.619	2.444	17.0	71.0	165.687	25.513	0.0	53.331	0.0	37.0	20.0	80.74799999999999	86.0	50.724	29.0	31.482	49.0	17.429000000000002	16.384
K00773	31.796	0.0	21.0	0.0	9.443	13.962	11.365	4.519	10.0	11.63	7.0	0.0	4.409	10.331	4.606	5.0	5.0	39.055	0.0	0.0	20.0	0.0	8.0	5.0	9.246	6.472	4.282	30.0	7.211	12.0	9.867	9.922
K00782	23.0	0.0	14.361	19.0	29.0	65.0	1.0	14.0	0.0	0.0	19.0	0.0	2.0	57.0	2.0	6.0	0.0	7.0	12.0	0.0	1.0	12.0	7.0	0.0	8.0	0.0	1.0	16.0	28.0	2.0	13.0	0.0
K00783	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	7.0	18.0	10.0	0.0	3.0	5.0	7.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
K00784	38.001999999999995	55.0	6.0	0.0	15.349	0.0	31.773	1.0	6.0	10.178	14.783999999999999	12.0	7.774	11.126000000000001	15.0	52.182	32.0	30.0	37.0	24.0	4.0	0.0	28.0	53.536	36.0	29.119	35.0	44.399	12.0	0.0	18.789	20.0
K00785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00786	32.0	0.0	3.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
K00788	62.0	46.0	0.0	34.0	12.0	0.0	31.0	0.0	2.0	15.0	0.0	1.0	17.0	4.0	3.0	1.0	19.0	119.0	6.0	0.0	11.0	13.0	44.0	0.0	121.784	217.049	32.0	11.0	13.0	0.0	11.0	20.0
K00789	33.628	0.0	0.0	0.0	8.346	0.0	22.999	1.0	1.241	0.0	8.822	4.631	2.288	6.0	0.0	220.921	56.668	66.331	27.238	0.0	24.464	11.0	88.0	29.612	90.23	34.0	191.15	99.242	21.689	14.532	35.694	44.63
K00790	247.984	195.23399999999998	130.868	44.0	365.08000000000004	76.0	310.813	74.28800000000001	61.081	204.72199999999998	91.667	70.422	133.067	121.517	63.349	360.231	121.562	268.483	76.097	136.02100000000002	116.685	1.0	197.019	69.0	275.551	224.69	389.404	305.755	111.353	64.211	294.348	341.146
K00791	20.9	5.0	3.0	0.0	5.17	0.0	15.96	6.0	5.0	2.0	11.0	12.0	1.0	7.0	25.0	67.0	51.973	30.15	7.0	0.0	4.229	0.0	24.0	0.0	22.0	12.12	24.149	75.463	6.729	12.0	5.0	5.112
K00793	21.0	0.0	0.0	19.0	4.0	0.0	4.0	3.0	0.0	3.0	2.0	4.0	3.0	2.0	0.0	3.544	20.422	15.118	1.0	0.0	0.0	0.0	7.0	0.0	20.14	4.0	11.193999999999999	32.0	8.456	0.0	6.697	0.0
K00794	13.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	6.0	2.0	0.0	2.0	0.0
K00795	10.955	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	8.0	5.0	0.0	0.0	3.0	4.0	4.0	25.0	50.0	0.0	0.0	18.0	24.0	13.0	0.0	50.0	12.0	61.0	96.0	10.0	7.0	16.0	31.0
K00796	59.643	79.22	21.0	0.0	74.699	17.0	102.55000000000001	38.408	21.713	16.127000000000002	9.204	15.722	75.64	18.008	13.533999999999999	159.65	16.671	69.051	32.0	49.953	29.993	0.0	46.542	30.133	62.225	29.792	21.198	53.209	21.314	9.0	41.923	51.961000000000006
K00797	26.0	3.0	0.0	0.0	8.0	0.0	0.0	2.0	0.0	4.0	7.0	0.0	0.0	0.0	0.0	2.0	4.0	1.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	4.885	0.0	13.0	1.0	0.0	2.0	0.0
K00798	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00799	0.0	0.0	0.0	0.0	1.227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.871	5.0	5.0	0.0	16.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	6.0
K00800	46.144999999999996	92.017	9.037	0.0	72.99199999999999	26.863	115.825	21.0	85.791	216.727	70.398	14.103000000000002	65.955	131.0	52.467	56.248	36.069	90.262	10.291	30.031	31.805999999999997	20.774	77.765	0.0	57.546	34.598	121.859	73.884	35.788999999999994	29.325	99.476	79.18
K00801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00805	18.0	21.0	0.0	0.0	33.0	21.0	1.0	43.0	6.0	6.0	3.0	4.0	22.0	20.0	18.0	37.0	10.0	15.0	0.0	17.0	1.0	0.0	26.0	25.0	15.0	12.0	28.0	31.0	30.0	100.0	29.332	29.0
K00806	21.582	1.0	3.0	0.0	34.635000000000005	1.0	16.83	20.0	28.0	32.679	21.833	31.0	13.288	20.189	30.0	118.793	29.695999999999998	35.367000000000004	22.0	0.0	18.157	0.0	56.85	39.0	39.603	18.0	73.021	68.98400000000001	16.0	1.074	42.492	36.0
K00809	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00812	120.295	143.536	10.98	0.0	69.363	35.0	68.00200000000001	1.058	2.0	7.247	26.679000000000002	14.962	24.8	24.707	33.0	54.034	27.570999999999998	63.979000000000006	16.0	27.0	20.165	0.0	22.0	3.0	162.679	16.5	351.452	141.98600000000002	49.888	28.0	50.998999999999995	40.33
K00813	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00814	44.263	0.0	0.528	0.0	1.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	74.0	0.0	10.0	5.0	0.0	0.0	0.0	7.0	5.0	1.0	6.0	0.0	5.0	2.0	0.0
K00817	3.0	0.0	0.0	0.0	4.83	0.0	0.0	0.0	0.0	3.0	7.0	0.0	1.0	0.0	0.0	13.169	3.0	24.0	15.0	54.0	41.0	15.0	0.0	0.0	1.276	15.324	8.0	18.6	1.0	8.277	1.0	2.55
K00819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00820	60.03	0.0	6.0	0.0	9.865	0.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	5.084	9.0	66.618	9.399	0.0	19.421	0.0	27.0	0.0	1.0	15.286	6.2170000000000005	18.0	0.0	0.0	0.0	0.0
K00821	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0
K00822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
K00823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00826	80.493	0.0	0.0	0.0	1.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	25.0	3.0	6.0	0.0	1.0	7.0	10.027999999999999	5.0	0.0	1.0	0.0
K00830	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00831	3.0	12.0	0.0	0.0	12.0	23.0	5.0	3.0	5.0	0.0	7.0	1.0	0.0	1.0	0.0	5.0	38.0	16.0	17.0	56.0	57.0	0.0	10.0	0.0	181.0	87.0	131.0	110.0	37.0	27.0	27.0	79.0
K00832	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00833	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	21.0	0.0	20.0	10.0	0.0	0.0	0.0	24.0	11.0	51.0	11.0	1.0	14.0	14.0	5.0
K00835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00841	58.295	58.134	0.0	0.0	5.7620000000000005	0.0	10.679	1.0	2.0	3.0	9.814	9.962	0.0	13.806	31.0	51.0	24.479	34.0	8.0	0.0	7.0	0.0	2.0	0.0	15.341000000000001	4.0	7.666	24.599	2.0	0.0	4.15	4.0
K00842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00845	228.921	0.0	0.0	0.0	12.0	0.0	4.0	36.0	0.0	5.0	1.0	1.0	115.0	20.0	1.114	5.0	7.0	1.0	11.0	38.0	1.0	30.0	64.907	11.0	20.906	12.0	2.0	28.902	148.109	35.185	60.312	0.0
K00846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00847	2365.004	87.0	15.0	0.0	53.688	0.0	11.0	0.0	37.0	3.0	13.0	12.0	0.0	53.0	2.0	3.0	32.0	10.0	4.0	0.0	8.0	0.0	28.0	13.0	88.0	72.286	126.0	54.0	120.0	37.0	133.0	46.0
K00848	178.0	13.0	0.0	0.0	2.0	0.0	6.0	11.0	0.0	0.0	1.0	0.0	78.0	3.0	2.0	0.0	124.0	21.0	37.0	0.0	130.0	0.0	0.0	0.0	8.0	2.0	3.0	0.0	517.0	0.0	16.0	0.0
K00849	36.0	0.0	10.0	0.0	2.0	0.0	4.0	8.0	5.0	0.0	0.0	3.0	16.0	2.0	0.0	2.0	7.0	60.0	11.0	0.0	45.0	0.0	6.0	1.0	15.0	10.0	3.0	2.0	17.0	5.0	8.0	1.0
K00850	101.962	30.151	103.839	1.0	256.43	86.0	142.149	37.573	59.537	156.339	64.233	33.938	82.756	95.645	31.287999999999997	129.17499999999998	20.059	91.581	34.165	0.0	38.884	1.0	70.94800000000001	21.547	119.242	117.319	175.303	124.006	49.433	36.244	165.202	98.806
K00851	101.28200000000001	83.515	25.322	36.0	94.65299999999999	0.0	80.62400000000001	23.0	7.114	6.0	3.202	18.113	64.0	22.573	38.947	100.886	14.761	11.208	1.0	17.0	8.269	0.0	15.916	8.113	42.691	57.541	26.44	82.12899999999999	31.519	23.0	16.45	23.355
K00852	2276.4719999999998	83.515	25.322	36.0	99.65299999999999	0.0	82.62400000000001	49.0	7.114	6.0	3.202	18.113	64.0	22.573	38.947	100.886	14.761	23.208	1.0	17.0	16.269	0.0	23.916	8.113	49.691	60.541	26.44	111.12899999999999	38.519	23.0	19.45	60.355000000000004
K00853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00857	125.58500000000001	58.0	0.0	15.0	3.0	0.0	7.0	3.0	18.0	11.0	16.0	11.0	1.0	7.0	29.0	32.0	23.0	27.0	14.0	0.0	7.0	0.0	15.0	0.0	55.259	26.0	77.0	128.082	11.0	36.0	22.0	52.027
K00858	29.0	0.0	11.0	0.0	9.647	0.0	1.0	3.0	0.0	4.0	1.0	0.0	0.0	21.0	2.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	7.0	0.0	8.0	5.0	15.0	27.0	9.0	7.0	27.0	1.0
K00859	2.0	14.0	1.0	0.0	1.0	0.0	5.123	0.0	0.0	0.0	2.011	0.0	0.0	4.0	1.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	16.0	11.0	37.819	12.0	3.0	0.0	20.0	11.409
K00860	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.766	25.749	0.0	7.513	0.0	3.948	0.0	25.968	19.0	37.0	55.0	8.0	0.0	7.938000000000001	19.0
K00862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00863	3.303	0.0	0.0	0.0	1.0	0.0	2.0	19.0	0.0	0.0	2.0	2.0	8.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0
K00864	36.663	8.076	0.0	0.0	6.128	23.0	125.094	1.0	0.0	3.674	1.0	4.55	0.0	0.335	0.0	0.0	8.066	26.142	53.748	0.0	18.949	0.0	70.428	8.0	0.0	0.0	7.306	15.722	3.283	0.0	7.713	0.0
K00865	22.481	0.0	3.0	0.0	6.447	0.0	14.427	10.0	1.0	1.0	0.0	1.0	24.0	2.0	0.0	0.0	6.0	22.0	0.0	0.0	10.0	0.0	2.0	0.0	5.65	4.0	3.0	11.0	24.0	47.085	17.567	0.0
K00867	16.618000000000002	24.391	3.0	0.0	32.121	0.0	75.416	5.0	14.0	19.539	0.0	10.0	10.51	7.441	1.0	6.314	8.178	11.643	5.0	0.0	11.6	0.0	0.0	0.0	95.419	22.0	91.0	35.062	16.012	4.0	30.339	23.792
K00868	10.0	0.0	0.0	0.0	7.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	19.0	0.0	0.0	0.0	0.0
K00869	39.592	0.0	0.0	0.0	29.904	34.219	27.796	0.0	15.16	19.165	12.571	1.0	4.662	7.905	4.0	6.081	0.0	6.387	2.0	0.0	8.615	9.0	11.849	0.0	9.307	1.09	26.86	25.0	7.0	0.0	9.416	14.199
K00872	21.601	0.0	0.0	1.0	5.0	0.0	1.0	3.0	0.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	7.0	0.0	1.0	0.0	0.0	35.0	1.0	0.0	0.0	0.0
K00873	152.488	0.0	109.953	41.0	98.483	137.777	25.372	36.0	18.0	3.38	110.559	1.004	3.0	10.062999999999999	21.0	21.079	2.043	3.591	0.0	134.14	8.376000000000001	136.0	87.447	48.0	73.963	15.02	41.725	156.526	11.731	10.058	17.525000000000002	45.862
K00874	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
K00876	35.888999999999996	58.0	0.0	0.0	41.0	0.0	17.0	10.0	8.0	69.004	17.664	7.0	1.0	11.0	19.0	116.0	46.0	141.0	7.0	16.0	6.0	20.0	75.0	18.0	23.0	6.0	64.0	97.116	13.0	10.0	6.0	9.0
K00877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00878	60.001000000000005	141.305	0.0	3.521	37.971	0.0	310.354	0.0	23.707	79.25399999999999	0.0	29.169	79.188	24.579	3.407	11.0	42.0	194.958	33.0	0.0	40.536	7.0	41.359	0.0	165.421	291.988	42.31	11.0	11.796	5.0	11.911	33.83
K00879	178.0	13.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	91.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	198.0	0.0	2.0	0.0
K00880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00882	328.172	331.867	10.0	0.0	129.312	0.0	125.962	0.0	14.916	16.174	2.0	57.683	394.438	22.597	12.0	3.353	90.452	124.149	56.512	22.586	127.92399999999999	0.0	11.731	52.987	968.0409999999999	215.19	597.928	31.0	173.34900000000002	5.0	161.6	17.0
K00883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00884	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
K00885	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00886	0.0	0.0	0.0	0.0	6.0	0.0	0.0	21.0	0.0	5.0	0.0	0.0	40.0	13.0	1.0	2.0	7.0	1.0	0.0	0.0	0.0	0.0	15.0	0.0	2.0	0.0	0.0	3.0	62.0	11.0	21.0	0.0
K00887	14.376000000000001	0.0	0.0	0.0	16.295	0.0	23.421	4.0	0.0	17.0	13.0	2.0	5.0	8.0	2.037	6.556	3.0	3.285	4.0	0.0	9.0	0.0	6.0	0.0	21.664	13.261	19.0	12.0	17.175	0.0	10.988	12.0
K00891	24.0	10.0	0.0	10.0	3.089	21.0	0.0	29.0	0.0	3.728	6.0	3.778	5.0	13.3	4.0	17.267	9.0	38.0	1.0	14.0	2.0	21.0	1.0	0.0	24.928	50.83	40.0	40.0	13.42	16.0	4.696	14.972999999999999
K00895	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00901	14.376000000000001	0.0	0.0	0.0	16.295	0.0	23.421	4.0	0.0	17.0	13.0	2.0	5.0	8.0	2.037	6.556	3.0	3.285	4.0	0.0	9.0	0.0	6.0	0.0	21.664	13.261	19.0	12.0	17.175	0.0	10.988	12.0
K00906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K00912	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	7.0	0.0	9.0	0.0	0.0	0.0	0.0
K00915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
