"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ERR589505","ERR589506","ERR589509","ERR589529","ERR589538","ERR589555","ERR589571","ERR589575","ERR589579","ERR589593","ERR589736","ERR589737","ERR589766","ERR589767","ERR589788","ERR589789","ERR589813","ERR589837","ERR589839","ERR589849","ERR589851","ERR589852","ERR589853","ERR589856","ERR589857","ERR589859","ERR589868","ERR589442","ERR589443","ERR589485","ERR589501","ERR589511","ERR589530","ERR589532","ERR589537","ERR589544","ERR589561","ERR589563","ERR589565","ERR589572","ERR589576","ERR589581","ERR589747","ERR589748","ERR589764","ERR589769","ERR589771","ERR589772","ERR589775","ERR589833","ERR589858","logFC"
"1110","Aquitalea denitrificans",3.65215696751026,-0.82365301836714,0.46879687383965,-1.75695074845756,0.0789262044679629,0.284191946452891,2,0,3,0,14,1,7,0,5,1,11,1,4,4,1,1,3,1,7,2,3,12,7,4,2,6,1,0,11,2,2,2,2,1,3,1,0,1,1,4,2,6,3,1,0,19,66,3,4,0,1,-0.247944264547685
"1111","Aquitalea magnusonii",2.51734834069353,0.46078567963203,0.418706053011209,1.1004992077812,0.271114674606666,0.551778124991879,2,0,1,1,3,8,1,19,1,5,22,5,2,0,1,6,2,3,23,1,1,4,10,0,1,10,0,0,1,4,6,1,0,0,1,7,1,0,0,5,3,3,3,4,5,3,2,5,4,0,3,0.138710311141655
"1112","Arabiibacter><wbr>Arabiibacter massiliensis",145.022248785165,-0.854984318727679,0.366297195062164,-2.33412739778851,0.0195890520768075,0.145481307286495,99,23,66,10,885,92,47,243,51,2,290,113,258,18,124,102,690,46,294,8,106,135,366,54,129,277,15,10,273,53,72,301,48,336,185,139,34,8,167,267,105,280,104,310,309,472,219,80,147,1,100,-0.257375925759365
"1113","Arachidicoccus",7.23694204261123,-0.789680613680311,0.545004869327222,-1.4489423088185,0.147353694415593,0.400108978016989,0,0,0,9,9,1,1,1,9,0,46,0,12,3,4,1,16,5,1,1,2,28,18,16,0,40,0,0,2,15,19,6,2,1,14,0,0,3,1,17,36,14,4,14,17,19,41,0,8,0,30,-0.237717551712114
"1114","Arachidicoccus ginsenosidivorans",3.89823458161589,0.808345778981484,0.500851316441764,1.61394360450977,0.106539659386414,0.334620464229189,4,2,1,0,0,6,0,6,16,4,10,11,15,5,9,0,5,6,11,16,9,8,9,6,1,6,2,0,0,3,12,0,0,0,3,0,0,0,0,3,4,6,4,3,15,2,23,0,1,0,6,0.243336326341794
"1115","Arachidicoccus soli",22.2223668033646,1.88520429431529,0.589379748826532,3.19862414354883,0.00138085066294463,0.0355894129290255,27,2,0,1,0,10,4,9,216,8,4,48,18,46,18,10,5,4,16,5,122,8,131,87,182,69,11,1,9,4,21,3,0,0,0,0,1,1,0,6,5,53,2,4,44,66,31,60,5,0,6,0.56750304054345
"1118","Arachnia propionica",161.816473862181,0.493764607056445,0.535935503069829,0.921313486843417,0.356886781741718,0.627611803410346,58,182,61,1,2264,66,113,175,25,627,77,40,272,30,143,91,57,159,290,57,26,116,178,1457,94,114,52,25,41,32,23,87,37,0,17,398,17,30,358,65,25,91,141,73,71,37,11,65,75,0,21,0.148637957521229
"1121","Arcanobacterium",15.8929284688705,-0.835829464782308,0.501007194689751,-1.6682983271326,0.095256519859544,0.314764285701144,9,0,25,7,64,24,0,2,14,0,32,2,36,2,65,14,20,5,38,0,4,46,19,1,0,5,2,2,4,23,39,30,6,24,9,100,0,0,2,4,23,45,2,46,23,16,16,55,45,0,31,-0.251609740159246
"1124","Arcanobacterium haemolyticum",4.3099985889948,0.493763332556435,0.434789870938433,1.13563669616019,0.256108644272307,0.535556058121172,1,10,2,3,8,4,3,2,3,0,4,0,5,36,2,2,6,1,4,8,4,33,10,8,3,9,0,14,12,2,5,2,0,2,3,3,2,0,1,3,2,6,1,8,4,7,0,1,3,0,6,0.148637573858497
"1128","Arcanobacterium wilhelmae",2.19475664475524,0.317468079951038,0.538036669575601,0.590049150741816,0.555157698029882,0.778230441711113,14,0,3,0,0,0,10,6,0,3,6,0,9,0,2,2,13,4,6,0,5,2,7,1,0,6,0,0,2,0,3,4,0,0,0,0,0,0,0,7,5,13,2,2,3,14,2,4,2,0,4,0.0955674147311135
"1129","Archaea",23.7356698206803,0.131228807712999,0.403901424896073,0.324903057093115,0.745254443086208,0.881756630080686,34,5,1,4,15,27,7,21,7,137,34,8,21,84,20,45,75,40,27,1,24,123,14,43,78,103,0,5,16,30,13,20,0,4,11,4,0,12,1,22,15,14,11,60,26,302,42,30,73,0,58,0.0395038074168336
"1135","Archaeoglobus profundus><wbr>Archaeoglobus profundus DSM 5631",2.96075198566083,-0.304927307308308,0.950303011391979,-0.320873767264673,0.748306054297874,0.883473623835266,4,0,1,0,19,7,15,10,0,20,1,0,0,2,0,4,0,0,0,0,2,0,4,0,0,0,1,0,0,6,0,1,0,0,19,0,0,1,0,0,16,0,0,0,0,3,0,36,8,0,5,-0.0917922659968493
"1138","Archangiaceae",4.8092123138577,-0.216236171690636,0.396827052481835,-0.54491287914534,0.585813437961312,0.796795119394453,11,0,2,0,4,12,1,10,11,1,21,12,12,0,5,2,19,4,9,4,2,22,4,2,0,22,1,0,1,3,3,35,1,2,1,2,0,0,2,5,16,12,6,9,9,28,8,4,7,0,5,-0.065093573826428
"1140","Archangium gephyra",4.29287912394835,-0.444922214988355,0.38748643058097,-1.14822656969244,0.250875043471236,0.528366976771015,1,0,1,1,13,6,0,10,2,0,10,10,9,2,2,1,11,3,15,0,11,14,17,4,1,10,0,0,24,1,4,6,2,3,4,4,1,0,2,2,4,9,6,14,2,14,17,5,12,0,1,-0.133934932448754
"1141","Archangium violaceum",8.45060550798106,-0.401429449574101,0.369731026392043,-1.0857337386353,0.277596809368694,0.557020307779895,15,1,12,0,9,6,1,28,5,6,30,9,31,0,6,2,7,10,22,5,14,11,15,2,1,25,0,4,7,10,10,21,0,10,1,1,2,0,2,8,9,9,18,56,6,17,20,7,16,1,9,-0.120842305464686
"1142","Arcobacter",7.41001264220714,-0.61994811951686,0.795713447820129,-0.779109767737643,0.435915056737066,0.684825966120661,0,0,0,2,0,0,1,12,0,11,26,0,1,1,13,1,24,2,7,12,0,43,26,1,28,35,1,1,15,2,0,14,0,0,0,9,0,0,33,0,4,0,0,0,8,2,15,0,7,0,18,-0.186622979730054
"1143","Arcobacter acticola",2.37786140116343,0.192486479833013,0.608333652198844,0.316415965378972,0.751686800387835,0.884006037036456,4,0,0,1,1,0,0,2,2,1,2,0,2,0,4,1,7,3,5,1,0,2,23,4,32,1,0,7,3,5,0,4,0,0,1,0,0,0,0,12,1,3,0,4,6,3,14,0,2,0,3,0.0579442041895069
"1144","Arcobacter aquimarinus",2.34825015173255,-2.07807942112851,0.706986313044954,-2.9393488710953,0.00328902627892583,0.0561410610170974,8,0,0,0,2,1,7,1,0,0,4,0,1,0,2,0,2,0,1,0,0,1,2,1,0,2,0,0,2,1,1,36,0,11,0,2,0,0,0,1,0,3,0,12,3,0,10,10,10,0,1,-0.625564239131724
"1151","Arcobacter roscoffensis",3.33482911844512,1.08877570888708,0.785954121531574,1.38529168441206,0.165963295409802,0.423318396051703,0,2,1,15,3,0,14,3,0,6,3,0,0,0,0,1,23,0,0,2,1,5,5,1,3,13,1,1,6,0,1,2,0,0,0,1,0,0,0,0,0,3,0,0,31,1,0,1,16,0,3,0.327754146925325
"1154","Arcobacteraceae",70.5547203574844,0.233935175210684,0.343704051825495,0.680629669531675,0.496105848461713,0.731189169543361,89,36,12,50,23,38,16,17,8,230,175,93,72,159,108,34,245,88,122,31,21,435,175,24,235,435,3,18,122,83,35,268,2,29,20,58,8,11,4,16,67,78,32,245,229,55,133,70,76,2,200,0.0704215047793249
"1155","Arcticibacterium><wbr>Arcticibacterium luteifluviistationis",2.38494203075057,0.569354257347561,0.632397877310461,0.900310196753001,0.367955196175877,0.636215556514406,1,1,0,0,22,2,1,2,10,3,5,0,0,4,2,2,14,18,2,1,0,2,7,6,1,3,0,0,2,2,19,2,0,0,0,0,0,1,0,0,0,3,0,0,11,7,5,0,2,0,0,0.171392709620606
"1156","Ardenticatenia><wbr>...><wbr>Candidatus Promineifilum breve",13.6984703691568,-0.363648051716887,0.393754123979477,-0.923540934737842,0.355725378314302,0.627227903493168,10,0,2,1,13,10,5,9,23,1,102,15,15,2,30,1,75,7,27,4,12,61,23,20,3,62,2,1,19,10,25,44,8,3,7,14,1,6,0,15,18,51,3,49,28,27,48,1,11,0,27,-0.10946897143155
"1158","Arenibacter><wbr>Arenibacter algicola",5.89832561809822,0.646887575135447,0.741394879167593,0.872527708664167,0.382920558816471,0.645793886031333,0,3,1,0,5,3,4,6,4,0,8,12,1,0,1,1,0,1,0,4,48,2,75,9,1,56,5,54,2,1,3,3,0,0,4,0,0,0,1,0,1,2,0,0,4,47,1,1,2,0,0,0.194732563938107
"1160","Aristaeella hokkaidonensis",541.753840341319,-0.646201065755198,0.433330164027446,-1.49124413530157,0.135897410010777,0.383377511395767,405,20,134,451,1062,162,77,352,132,141,1259,279,387,49,4009,118,1010,161,608,28,161,2558,998,122,38,818,32,43,1325,302,705,2268,133,995,160,723,27,18,74,268,486,2118,131,1114,1637,2406,2536,295,592,2,965,-0.194525904022347
"1161","Aristaeella lactis",418.151783385545,-0.659698977965977,0.344360045468475,-1.91572450592666,0.0554001714637361,0.238056660131193,466,32,152,253,1018,188,173,300,207,151,964,474,452,133,2146,97,818,156,648,81,104,1566,731,136,24,1007,26,87,1037,200,553,1864,88,655,202,598,41,27,153,300,429,1528,148,939,925,1670,1472,240,580,3,645,-0.198589180476631
"1162","Aristaeellaceae><wbr>Aristaeella",1264.13208587536,-0.674452970896524,0.591448178803789,-1.14034161413873,0.254144007065096,0.533486122064731,779,3,38,1255,1797,112,37,163,103,9,2611,518,577,49,12528,86,2083,99,915,22,126,6762,2766,71,134,1323,5,36,3216,419,1612,6555,304,3070,125,1168,22,26,61,109,1131,5108,155,1450,4285,4771,6611,200,1116,4,2689,-0.20303057490454
"1164","Armatimonadia><wbr>...><wbr>Capsulimonas corticalis",16.000573657782,-1.51815839810529,0.514372812241992,-2.95147480965821,0.00316260341683834,0.0551276418913905,24,0,16,2,9,19,5,3,4,0,33,1,13,1,10,1,56,10,38,0,3,21,73,5,0,27,1,2,263,20,10,60,2,37,0,33,1,3,0,6,32,20,4,43,7,58,21,4,37,0,17,-0.457011215998873
"1183","Arthrobacter",24.9450786343018,-0.182852028386192,0.274370966693873,-0.66644087962196,0.505129340392302,0.736911488697853,29,3,26,5,142,27,27,29,18,59,111,40,36,15,17,14,40,34,33,4,15,38,80,18,3,87,2,3,22,34,29,83,4,14,31,21,2,6,6,52,35,51,12,57,20,155,26,63,44,0,14,-0.0550439453122456
"1184","Arthrobacter agilis",2.42555820717206,-0.388320316483195,0.540374004425719,-0.71861398457885,0.472378794419434,0.713049141025419,2,0,0,1,1,0,3,4,0,0,5,1,5,2,2,0,12,0,4,0,1,8,2,0,1,6,1,0,7,2,1,13,0,0,0,3,0,0,0,1,0,7,0,6,3,6,1,0,2,1,3,-0.116896063187172
"1185","Arthrobacter alpinus",2.165314313117,0.45007337440229,0.430617613168891,1.04518106235884,0.29593929428952,0.57272206305618,7,0,0,1,5,1,3,6,0,11,7,0,8,0,2,2,2,3,6,2,0,3,18,1,1,3,1,0,3,1,2,3,1,0,2,0,0,0,1,9,2,5,3,4,3,4,1,2,2,0,0,0.135485585944795
"1189","Arthrobacter crystallopoietes",7.36705243895376,-0.0879589888470638,0.444867868372491,-0.197719356915692,0.843264644056902,0.931443011449328,2,1,0,2,0,7,6,6,10,61,21,6,13,0,6,7,8,11,10,1,3,9,4,30,0,40,1,2,24,2,20,14,1,6,2,3,1,1,7,5,2,19,7,24,9,19,4,4,1,0,10,-0.0264782940312398
"1198","Arthrobacter polaris",2.31316597503741,-0.454371808562971,0.551351013569655,-0.824106236100295,0.409879197102804,0.665750965717061,3,0,0,1,2,20,2,7,2,3,12,0,4,1,0,0,3,0,2,0,3,15,1,2,0,3,0,0,2,1,0,5,0,0,1,1,2,0,0,1,9,5,1,7,26,0,3,2,8,0,10,-0.136779543561546
"1204","Arthrobacter sp. ATA002",2.25825144641855,0.0329795467207564,0.542510174414673,0.0607906510810398,0.951525935908691,0.98054678124871,3,0,4,0,3,2,0,1,1,0,10,1,2,2,12,2,17,0,9,0,0,1,2,1,0,18,0,0,2,1,1,4,2,0,1,0,0,0,4,4,3,5,0,5,3,9,1,1,5,0,0,0.00992783280634938
"1205","Arthrobacter sp. CDRTa11",2.91161295665389,0.882805296380095,0.776374995857636,1.13708620330423,0.255502250916422,0.53519855786442,1,0,36,0,0,0,4,11,5,19,3,0,1,0,0,0,2,6,14,0,0,1,0,1,1,6,0,17,7,1,2,1,0,1,0,0,0,0,0,2,1,7,1,0,3,7,1,0,0,0,1,0.26575087454144
"1210","Arthrobacter sp. ERGS1:01",2.17507598832748,-0.620796403525482,0.499055807614066,-1.24394184789362,0.213520966096345,0.484229676174533,12,0,1,0,3,1,0,2,2,2,3,0,4,0,2,1,1,2,3,0,0,4,3,0,0,10,2,0,1,0,2,2,1,1,0,3,1,1,3,4,0,3,2,4,2,22,2,0,4,0,1,-0.186878338661491
"1219","Arthrobacter sp. Helios",5.98607424748987,0.647622639837052,0.398894789915667,1.62354248841899,0.104473488305752,0.330788008865387,5,2,3,1,6,12,18,15,8,50,3,2,7,1,2,15,1,13,7,1,2,14,12,27,1,4,2,4,1,11,8,4,1,0,6,4,1,1,1,7,4,8,4,6,8,11,5,19,2,0,5,0.194953840462044
"1229","Arthrobacter sp. PAMC 25486",5.7009317402978,-0.192389316063576,0.564781725484607,-0.340643663529477,0.733371854520538,0.876598826835429,2,0,0,1,5,17,3,30,23,1,18,2,5,0,4,5,21,11,9,1,6,0,22,0,0,41,0,0,1,1,18,27,0,5,0,3,0,0,1,1,3,55,8,30,3,13,21,1,3,0,7,-0.0579149549804146
"1232","Arthrobacter sp. PGP41",2.18558888638097,-0.104842695004362,0.626588774249814,-0.167322970523827,0.867115931052452,0.943332712433202,9,1,1,0,2,0,0,15,4,0,27,0,6,0,0,0,3,2,9,0,3,1,5,0,0,11,0,0,0,3,6,11,1,0,1,0,0,0,0,1,0,1,3,16,1,12,4,7,2,0,1,-0.0315607960225633
"1233","Arthrobacter sp. PM3",3.7770785477326,0.18602407113024,0.539395238697891,0.344875256183769,0.730188153377512,0.874700864645766,7,1,0,0,0,13,6,33,3,10,6,0,4,0,2,17,1,6,14,4,1,14,2,7,0,8,0,3,0,8,2,5,1,1,0,0,0,0,0,5,5,4,16,7,8,27,6,9,0,0,0,0.0559988253257324
"1234","Arthrobacter sp. QXT-31",2.37627412389765,0.916546417322853,0.485878734701301,1.88636865922175,0.059245292874837,0.24723315649444,5,4,1,0,1,3,0,21,1,11,6,0,3,0,1,3,2,1,12,4,2,6,6,14,0,3,0,4,3,2,3,1,1,0,0,1,0,1,0,1,1,4,1,9,3,2,0,1,2,0,0,0.275907964032536
"1243","Arthrobacter sp. U41",2.20998953936645,-0.535858030943792,0.571120101601235,-0.938258046672531,0.348111814216351,0.620612786241149,2,0,0,0,0,2,1,4,2,1,12,9,3,1,8,1,3,3,9,0,0,13,3,0,0,1,0,1,0,3,10,7,0,0,1,0,4,0,0,1,14,2,0,4,4,1,0,9,1,0,2,-0.161309340731519
"1251","Arthrobacter sp. zg-Y20",2.01797984278857,-1.75288426157782,0.650229991132467,-2.6957911592557,0.00702216776829516,0.0857639999980386,0,0,2,0,0,1,0,2,0,0,1,1,0,0,8,3,1,1,4,0,0,8,2,0,0,2,0,0,5,0,13,4,2,0,1,8,0,0,2,18,0,2,4,12,2,4,0,1,0,0,1,-0.527670741662231
"1255","Arthrobacter sunyaminii",2.93868609056509,-0.283471241943215,0.655397600625669,-0.432517973322762,0.665364992067005,0.839234985167549,3,1,2,5,15,2,1,1,1,0,2,11,0,1,1,0,1,1,13,2,0,12,1,3,0,28,0,0,1,0,9,13,0,0,0,2,0,0,2,33,2,1,0,1,0,2,1,20,2,0,0,-0.0853333467330294
"1260","Asaia><wbr>Asaia bogorensis><wbr>Asaia bogorensis NBRC 16594",2.82437129228858,0.234188505880334,0.406669255418594,0.575869709253725,0.564703251124444,0.784698912055459,2,0,2,0,1,0,0,8,7,9,8,4,3,2,1,3,5,0,5,5,5,4,7,5,0,10,2,0,5,1,3,2,0,1,3,2,3,1,2,3,0,2,2,8,3,6,7,0,1,0,2,0.0704977649097112
"1271","Asticcacaulis excentricus",9.71155793687537,-0.837071068974898,0.547365387743647,-1.52927292758769,0.126196798069719,0.369003991851658,7,0,19,0,82,21,2,0,14,1,2,0,13,0,2,17,4,10,26,0,8,21,20,1,0,13,2,0,2,46,29,3,3,11,19,48,0,0,1,5,7,14,2,46,7,7,8,46,35,0,4,-0.251983500263958
"1282","Atopobiaceae",249.523881747038,-1.11562486571569,0.355332299778426,-3.13966635290787,0.0016914035208618,0.0391722702742312,258,12,109,28,475,216,60,214,170,28,732,219,271,246,292,130,713,104,428,35,66,499,401,81,83,1145,690,37,487,59,197,716,32,907,103,174,28,12,125,46,243,391,156,1029,276,816,358,124,1723,5,168,-0.335836548489025
"1283","Atopobium><wbr>unclassified Atopobium><wbr>Atopobium sp. oral taxon 416",100.105859946352,-0.48239794667499,0.264106115738398,-1.82653076899141,0.0677703508889541,0.263030008603627,141,5,52,20,110,162,55,122,133,57,218,135,108,48,125,106,172,57,266,65,33,405,150,27,29,134,57,166,367,57,91,224,16,89,56,218,4,7,17,76,380,246,60,253,93,201,153,102,206,3,101,-0.145216251795886
"1296","Aurantiacibacter atlanticus",2.17425031952249,-0.599293648714492,0.67655736146851,-0.885798725792722,0.375725996593471,0.641722496884991,3,0,0,0,0,0,1,6,3,0,2,0,2,3,13,3,4,1,2,0,0,26,5,0,1,9,0,0,0,0,0,18,0,0,0,0,0,0,1,0,8,13,3,6,10,10,12,0,11,0,1,-0.180405364473975
"1297","Aurantiacibacter gangjinensis",2.60812696284215,0.272602405314342,0.495747517758489,0.549881533541323,0.582400630911756,0.79549558947811,2,0,0,1,7,1,6,21,6,8,5,0,6,1,3,2,4,6,8,1,1,5,4,4,0,5,0,1,24,3,0,2,0,0,0,1,1,1,0,0,2,4,2,1,0,6,4,9,2,0,1,0.0820615008897672
"1298","Aurantibacillaceae><wbr>Aurantibacillus><wbr>Aurantibacillus circumpalustris",12.14952200448,1.54538727609165,0.767939795017363,2.01238077010543,0.0441798140036686,0.214506911889859,61,1,1,1,0,18,0,0,20,14,0,78,0,53,5,36,3,0,1,1,3,1,11,30,239,14,0,1,6,0,26,5,0,0,0,0,1,0,0,24,0,5,11,1,17,29,1,54,8,0,1,0.465207925021041
"1305","Aurantimonas><wbr>unclassified Aurantimonas><wbr>Aurantimonas sp. HBX-1",2.87368561032237,-2.00473951953918,0.675681432573024,-2.96698920955256,0.00300731513154209,0.0536224137278873,8,0,0,0,1,1,0,1,1,1,2,1,0,0,1,1,22,0,2,1,0,1,6,1,0,2,0,0,10,0,1,32,0,20,11,0,1,0,1,2,0,1,0,3,4,4,3,1,2,0,1,-0.603486728874291
"1306","Auraticoccus><wbr>Auraticoccus monumenti",2.63464664626934,-0.485725089973281,0.520455399013936,-0.933269384645726,0.350680898166023,0.622954249097711,3,0,0,0,3,3,2,5,5,0,13,8,7,1,0,0,7,1,14,0,3,4,8,1,0,10,1,0,3,0,2,8,0,1,0,1,0,0,2,6,1,18,3,23,2,3,15,0,11,0,0,-0.146217821728544
"1307","Aureibacter><wbr>Aureibacter tunicatorum",3.91403073560901,0.882107293881411,0.670290078739943,1.3160082803846,0.188171263465034,0.455494266537532,0,1,0,4,0,0,2,5,10,1,0,0,3,1,13,1,4,3,1,0,5,1,13,4,33,40,4,0,3,0,2,3,0,0,0,0,2,0,0,3,0,29,3,0,5,4,5,1,5,0,15,0.265540754852287
"1308","Aureibaculum><wbr>Aureibaculum algae",6.23952770903306,2.4418291614541,0.706775145946436,3.45488827027763,0.00055052090944953,0.0228815500657957,56,0,0,8,0,14,5,2,3,2,5,72,8,0,8,0,2,0,2,12,1,2,20,28,64,7,1,0,0,2,0,14,0,0,0,0,1,0,0,0,0,3,3,0,4,7,3,1,12,0,3,0.735063821884711
"1310","Aureimonas altamirensis",4.14913423485357,-0.48155791270856,0.472976368121453,-1.0181437068858,0.308609667042108,0.584546997743044,8,0,0,0,0,16,5,11,2,22,7,8,1,6,0,1,6,0,11,1,0,18,1,6,2,21,0,13,24,7,4,3,0,0,17,1,2,1,1,6,5,6,3,8,5,29,2,0,8,0,1,-0.144963376374614
"1311","Aureimonas mangrovi",2.43800375264507,-0.530327632288568,0.520163968356139,-1.01953934634217,0.307946983474173,0.58404554766555,0,0,0,0,1,0,3,8,3,0,2,1,6,0,0,0,5,2,5,0,2,9,5,1,0,197,0,0,1,2,2,3,0,0,1,0,0,1,1,2,5,6,4,7,4,4,3,0,1,1,5,-0.159644524848317
"1313","Aureimonas sp. AU20",2.52373366786212,0.496654759816837,0.402452427673056,1.23407072654139,0.217176550563153,0.488159842902061,11,0,1,1,3,6,3,0,2,0,8,10,5,0,3,4,7,3,14,2,3,32,4,1,0,11,0,0,3,1,4,8,0,1,0,1,0,0,1,3,5,6,1,4,8,6,3,2,4,0,2,0.149507980194158
"1314","Aureimonas sp. OT7",2.16882971018959,-1.02937828521933,0.468441533022614,-2.19745307077551,0.0279881045924745,0.172978292295956,0,0,5,0,1,1,5,0,2,1,3,0,2,0,0,2,1,2,7,0,1,7,2,0,3,1,1,1,10,2,1,7,1,1,2,12,1,1,0,3,2,2,1,7,1,8,1,4,3,0,0,-0.309873740736172
"1321","Aurodevirus",126.79212588932,1.28690399086039,1.35015482250246,0.953152904698119,0.3405126041608,0.610373792269342,1483,0,6718,150,0,0,11711,0,0,3,18,3432,0,0,1,346,0,0,117,0,112,0,19,0,0,0,0,0,0,0,0,6,5,0,0,0,288,0,0,193,0,14,55,10,39,2,20,16,14,0,4,0.387396702788664
"1322","Aurodevirus hiberniae><wbr>uncultured phage cr23_1",6839.27793193389,-1.10758854294547,1.20015806126966,-0.922868894263589,0.356075532488692,0.627227903493168,9782,37,524956,2406,6,1,957740,0,1,147,3045,42487,41,12,57,60415,10,0,36,20,19829,4,4,0,0,1,5,0,0,2,112,144,4867,0,0,23,35954,6,0,11246,1,1617,1,2941,208,377,383,664,78,0,5,-0.333417374280349
"1323","Aurodevirus hominis><wbr>uncultured phage cr125_1",175.249757082851,1.41197650464547,1.50613505656981,0.937483327598272,0.348509995906991,0.6210981971854,1146,1,3057,57,0,0,6029,0,0,8,2,1049,0,0,0,454,0,0,130,0,2,0,36,0,0,0,0,0,0,0,2,2,6,0,0,0,392,0,0,182,0,10,112,1,0,1,0,3,10,0,0,0.425047281071071
"1327","Austwickia><wbr>Austwickia chelonae",2.49338851578562,-0.118078731329199,0.598963794081974,-0.197138345415647,0.843719276878833,0.931528019884351,11,0,0,0,3,1,0,26,0,0,12,1,2,0,10,1,17,3,3,0,1,1,8,1,0,10,0,0,6,7,1,2,0,1,1,3,1,0,0,2,2,7,0,28,2,15,7,0,0,0,2,-0.035545239980037
"1331","Avibacterium paragallinarum",2.90110833172877,0.0388791036558376,0.649129273796129,0.0598942386752509,0.952239868530068,0.980872681448909,1,0,1,0,6,4,1,2,8,10,0,0,3,24,0,2,1,2,0,9,4,4,25,2,2,5,0,0,0,0,18,4,0,0,2,0,0,0,0,13,0,2,2,4,6,1,2,0,2,0,31,0.0117037764049363
"1348","Azoarcus olearius",5.26633797412994,0.825575909494895,0.442929523647665,1.86389903002179,0.0623358849820027,0.251555453552461,5,5,24,0,1,16,22,10,9,12,12,3,7,6,2,3,3,5,9,4,5,19,6,1,3,3,1,0,2,7,2,5,0,2,0,2,1,2,1,4,0,4,4,13,4,13,1,23,1,0,3,0.248523112455536
"1349","Azoarcus sp. CIB",2.04130974992929,0.145921814836943,0.523123666491876,0.278943248382376,0.78028837783589,0.899337048566459,2,0,1,0,2,3,3,6,3,0,9,3,4,0,9,6,1,3,4,0,0,18,11,0,0,1,0,0,4,1,3,5,1,0,0,4,0,0,1,1,2,4,2,15,0,4,6,1,0,0,0,0.0439268432876451
"1350","Azoarcus sp. DD4",3.92832646828802,-1.23196317134706,0.528518160281759,-2.3309760457243,0.0197546228248432,0.14566450582205,8,0,0,0,8,3,4,1,0,1,5,4,6,1,0,0,9,1,2,0,9,6,16,0,0,28,0,0,18,1,4,17,2,1,18,0,0,0,0,16,14,16,5,2,21,14,28,1,5,0,1,-0.370857868128789
"1352","Azoarcus sp. KH32C",7.13886405751138,-0.883983855010703,0.43111220295391,-2.05047282112126,0.0403183133733036,0.205253085521679,26,1,9,1,31,10,3,9,4,3,5,0,14,0,1,6,13,4,11,1,2,13,8,3,0,4,1,3,17,6,12,5,0,5,8,73,1,2,0,0,4,10,2,21,5,12,7,20,11,1,2,-0.266105656040901
"1354","Azonexaceae",8.05891990370786,-0.10409459987957,0.413677331449992,-0.2516323519945,0.801325249792567,0.911024995903834,15,0,18,5,13,14,1,41,4,27,17,15,5,14,2,14,19,3,7,2,4,4,10,16,0,7,0,19,27,10,8,17,0,0,27,0,7,1,0,26,1,10,4,4,7,16,19,13,6,0,4,-0.0313355969503908
"1355","Azonexus><wbr>Azonexus hydrophilus",2.34841658347136,-0.0321276638990256,0.472497897116081,-0.0679953584875587,0.945789329125303,0.977903743570556,1,0,7,0,0,2,1,5,2,5,1,1,4,0,7,6,1,0,3,10,2,10,15,2,0,1,0,2,7,3,5,3,0,2,2,0,0,0,0,3,0,6,6,6,11,6,1,2,2,0,4,-0.00967139052421752
"1356","Azorhizobium><wbr>Azorhizobium caulinodans><wbr>Azorhizobium caulinodans ORS 571",2.94119254569818,0.330915986839442,0.420290452222236,0.787350712084376,0.431076590914305,0.680045034531585,1,4,5,0,1,0,12,1,8,0,12,6,4,2,2,7,8,3,5,2,5,7,5,2,1,3,1,0,2,7,5,7,0,1,1,2,0,0,0,4,1,2,8,5,2,13,4,1,7,0,2,0.0996156380834193
"1359","Azospira inquinata",3.02067965434943,0.356044319283257,0.441084094014885,0.807202808068706,0.419549648188348,0.671452373241064,4,2,6,2,1,2,8,4,2,2,9,3,4,28,3,4,1,2,7,2,1,4,5,2,0,5,0,0,0,2,1,4,0,2,0,2,0,1,1,1,0,20,1,6,2,6,10,7,4,0,4,0.107180019890024
"1361","Azospira restricta",5.32702391128837,-0.721155991051936,0.506519727229273,-1.42374709667628,0.154519694953957,0.409010729709156,8,0,1,0,11,11,0,21,10,0,10,0,10,1,5,10,12,11,3,0,0,4,19,1,0,24,1,0,3,2,14,22,1,0,0,11,2,0,0,2,4,20,16,61,8,14,8,6,10,0,10,-0.217089584859418
"1362","Azospirillaceae",3.73436056137438,-0.531498798827335,0.656059370591893,-0.810138262864564,0.417860715299273,0.671452373241064,0,0,0,0,1,0,1,5,4,1,6,2,15,0,0,2,8,1,30,2,0,0,1,0,1,10,4,0,24,1,0,3,1,0,0,0,0,0,1,6,4,12,0,4,0,24,10,1,9,1,2,-0.159997081106404
"1363","Azospirillum",18.0774519355583,-0.0280306654082667,0.350597558225927,-0.0799511141780502,0.936276136673332,0.974193246616652,27,5,10,6,36,7,43,47,14,10,46,18,11,19,18,1,38,16,42,5,6,24,25,7,0,223,3,2,44,8,16,89,1,11,29,5,1,3,9,25,13,24,10,45,14,59,23,17,25,1,9,-0.00843807108630902
"1364","Azospirillum argentinense",2.18368213720401,-0.927219629408596,0.416832794218385,-2.2244402126451,0.02611884084915,0.166896686410437,2,0,1,0,2,2,3,6,2,0,4,1,3,0,2,0,5,0,2,0,2,3,11,2,1,3,0,0,3,2,3,6,0,3,2,0,3,0,2,3,0,4,1,6,2,13,7,7,2,0,4,-0.279120921020428
