KO	Name	C001_FD2_TZO.quant	C001_FD3_TZO.quant	C001_L-3_TZO.quant	C001_L-44_TZO.quant	C001_L-92_TZO.quant	C001_R+1_TZO.quant	C001_R+45_TZO.quant	C001_R+82_TZO.quant	C002_FD2_TZO.quant	C002_FD3_TZO.quant	C002_L-3_TZO.quant	C002_L-44_TZO.quant	C002_L-92_TZO.quant	C002_R+1_TZO.quant	C002_R+45_TZO.quant	C002_R+82_TZO.quant	C003_FD2_TZO.quant	C003_FD3_TZO.quant	C003_L-3_TZO.quant	C003_L-44_TZO.quant	C003_L-92_TZO.quant	C003_R+45_TZO.quant	C003_R+82_TZO.quant	C004_FD2_TZO.quant	C004_FD3_TZO.quant	C004_L-3_TZO.quant	C004_L-44_TZO.quant	C004_L-92_TZO.quant	C004_R+1_TZO.quant	C004_R+45_TZO.quant	C004_R+82_TZO.quant
K07497	k141_22861_1k141_25754_1k141_27145_1k141_18056_1k141_8196_1k141_4815_1k141_467_1k141_62263_1k141_14817_1k141_46039_1k141_7087_1k141_22190_1k141_10458_1k141_13145_1k141_23116_1k141_6396_1k141_13390_1k141_4332_2k141_7266_1k141_7149_1k141_5037_1k141_5333_1k141_21077_1k141_25019_1k141_4679_2k141_7332_1k141_17563_1k141_20779_1k141_33316_1k141_54408_1k141_34255_1k141_10108_1k141_10728_1k141_1689_1k141_24566_1k141_19393_1k141_23355_1k141_4279_1k141_34264_1k141_23680_1k141_1476_1k141_43104_1k141_27703_1k141_44412_1k141_18415_1k141_42273_1k141_24836_1k141_603_1k141_35965_1k141_30723_1k141_17671_1k141_45734_1k141_21780_1k141_48368_1k141_6058_1k141_32812_1k141_46631_1k141_26343_1k141_31969_1k141_32164_1k141_17637_1k141_17637_2k141_11133_1k141_49432_1k141_18541_1k141_12396_1k141_2692_1k141_31467_1k141_19435_1k141_6443_1k141_6443_2k141_11814_1k141_40662_1k141_43346_1k141_44832_1k141_35969_1k141_602_1k141_4239_1k141_47978_1k141_1030_1k141_40213_1k141_6701_2k141_45062_1k141_37605_1k141_31585_1k141_6956_2k141_48682_1k141_53655_1k141_21250_1k141_17317_2k141_41746_1k141_37707_1k141_37556_1k141_24547_2k141_54877_2k141_32819_1k141_42490_1k141_44901_1k141_33960_2k141_24136_2k141_27666_1k141_33000_1k141_61536_1k141_55582_1k141_36228_2k141_46569_1k141_43156_1k141_26922_2k141_8777_3k141_54263_1k141_52154_1k141_48019_1k141_29704_2k141_48245_2	31.0	53.0	452.751	145.0	77.0	100.0	31.0	82.0	76.0	253.0	0.0	81.0	183.0	78.0	115.0	100.0	257.0	161.0	3536.06	77.0	248.0	102.0	106.0	650.9259999999999	34.0	59.0	98.874	227.688	26.0	77.0	180.0
K07498	k141_4090_1k141_26020_1k141_5624_1k141_39747_1k141_54624_1k141_41333_1k141_41106_1k141_20973_2k141_34993_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07499	k141_17108_1k141_33057_1k141_55924_1k141_32592_1k141_43994_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07501	k141_31124_1k141_19942_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07502	k141_45972_1k141_37813_1k141_4882_1k141_39216_1k141_63962_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07503	k141_3701_1k141_27724_1k141_1812_1k141_17662_1k141_21778_1k141_5408_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07504	k141_18127_1k141_21529_1k141_18786_1k141_24998_1k141_3728_2k141_56613_1k141_14642_5	0.0	0.0	1.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	17.0	17.0	32.411	0.0	35.032	0.0	0.0	90.964	6.834	1.079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07505	k141_1251_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07506	k141_8653_1k141_26753_1k141_19064_1k141_29985_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07507	k141_33035_1k141_2309_1k141_16779_1k141_17398_1k141_60027_1k141_8590_1k141_44758_1k141_31634_1k141_13692_2	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07508	k141_10147_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07509	k141_573_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07511	k141_15901_2	8.0	0.0	0.0	28.0	6.0	15.0	17.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	4.0	0.0	0.0	0.0	12.0	20.0	219.0	128.0	81.0	82.0	31.0	46.0	53.0	33.0
K07513	k141_13663_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07516	k141_15803_1k141_54682_1k141_49724_1k141_11219_1k141_20720_1k141_29006_1k141_63881_1k141_60591_1k141_18268_1k141_41121_1k141_35400_1k141_48177_1k141_6390_2k141_24241_1k141_46854_1k141_41184_1k141_3891_2k141_36457_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	75.0	0.0	50.0	88.0	20.0	99.0	260.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07526	k141_27777_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07533	k141_2417_1k141_47599_1k141_42410_1k141_16037_2k141_3634_2k141_34418_1k141_14690_1k141_57627_1k141_20685_1k141_27642_1k141_58862_1k141_44587_2k141_16321_1k141_55914_1k141_11211_2k141_2638_2k141_60311_1k141_34782_1k141_45787_1k141_29883_2k141_49257_1	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07535	k141_36259_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07542	k141_18306_1k141_25217_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07552	k141_13157_1k141_3773_1k141_21674_1k141_37237_1k141_5245_1k141_4023_1k141_15581_1k141_29770_1k141_10060_1k141_40051_1k141_6158_1k141_39360_1k141_15912_1k141_9264_1k141_9400_1k141_46684_1k141_35330_1k141_28298_1k141_37_1k141_28212_1k141_42309_1k141_43517_1k141_31192_1k141_4111_1k141_37935_1k141_32575_1k141_35086_1	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07557	k141_12273_1k141_24262_1k141_17788_1k141_19115_1k141_31711_1k141_55042_1	1.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07558	k141_24045_1k141_23722_1	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07560	k141_23292_1k141_30350_2k141_28220_1k141_26288_1k141_36987_2k141_7869_2k141_14051_2k141_48569_1k141_41045_2k141_51706_1	16.0	0.0	11.0	9.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	5.0	6.0
K07561	k141_6073_1k141_44813_1k141_2135_2k141_46501_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07562	k141_17721_1k141_2034_1k141_11727_1k141_21702_1k141_10791_1k141_56752_1k141_31955_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07566	k141_9000_2k141_232_1k141_50816_1k141_21794_1k141_3719_1k141_38416_1k141_52231_1k141_33297_1k141_18807_2k141_27595_1k141_24177_1k141_16705_1k141_7320_1k141_36605_1k141_56847_1k141_30079_2k141_34774_1k141_58018_1k141_47129_2k141_34220_2k141_34708_1k141_54574_1k141_25428_2k141_33730_2k141_18739_2k141_2084_1k141_59072_1k141_44267_1k141_4138_2k141_29787_2k141_37972_2k141_17873_2k141_56913_2k141_1175_2k141_50331_1	41.0	18.0	117.0	112.0	34.0	101.0	41.0	80.0	41.0	0.0	0.0	17.0	46.0	121.0	0.0	53.0	10.0	49.0	0.0	34.0	122.0	87.916	79.0	0.0	46.0	14.0	67.0	0.0	22.0	80.0	119.0
K07568	k141_56196_1k141_2933_1k141_21397_1k141_23139_1k141_63838_1k141_60719_2k141_50651_1k141_53706_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07569	k141_14628_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
K07570	k141_3843_1k141_45087_1k141_17464_2	134.0	0.0	43.0	157.0	118.0	0.0	26.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	23.0	197.0	0.0	45.0	8.0	70.0	0.0	48.0	2.0
K07571	k141_3843_1k141_45087_1k141_17464_2	134.0	0.0	43.0	157.0	118.0	0.0	26.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	23.0	197.0	0.0	45.0	8.0	70.0	0.0	48.0	2.0
K07573	k141_19761_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07574	k141_6545_1k141_27341_1k141_35154_2k141_5558_2k141_52633_2k141_13511_2k141_25892_2	5.0	0.0	12.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
K07575	k141_18661_1k141_3535_1k141_18321_1k141_18613_1k141_1428_1	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07576	k141_3680_1k141_4215_1k141_5807_1k141_47677_1k141_36762_1k141_7571_1k141_34539_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07577	k141_36418_1k141_1122_1k141_29773_1k141_27608_1k141_24483_1k141_47677_1k141_38332_1k141_26725_2k141_26533_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07578	k141_26104_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07581	k141_11008_1k141_10743_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07583	k141_11719_2k141_452_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07584	k141_54119_1k141_44442_3k141_48527_1k141_13980_2k141_2346_2k141_13783_2k141_31121_2k141_1529_2k141_5939_2k141_16564_2k141_15441_2	172.0	33.0	65.0	300.0	129.0	13.0	42.0	142.0	0.0	0.0	0.0	6.0	0.0	108.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	5.0	42.0	67.0	35.0	38.0	30.0	113.0	0.0	50.0	18.0
K07585	k141_40154_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07586	k141_30806_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07588	k141_16287_1k141_22961_1k141_48064_2k141_16670_1k141_42903_1k141_12848_1k141_43712_1k141_18762_1k141_17003_1k141_60381_2k141_24605_2k141_62519_2k141_11560_1k141_22301_2k141_60029_2k141_21717_2	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07589	k141_29511_1k141_46920_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07590	k141_38936_1k141_35753_2k141_20773_1k141_6590_1k141_3247_2k141_549_3	15.0	0.0	8.0	22.0	3.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	1.0
K07611	k141_446_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07623	k141_47211_1k141_45637_2	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07636	k141_22030_1k141_28146_1k141_14504_1k141_14305_1k141_30375_1k141_17948_1k141_11771_1k141_811_1k141_13042_1k141_10373_1k141_8412_2k141_6614_1k141_16555_1k141_4599_1k141_33678_1k141_18669_1k141_31667_1k141_32563_1k141_51145_1k141_40148_1k141_53780_1k141_17636_2k141_4586_3k141_9303_2k141_51807_1k141_27434_2	12.894	0.0	241.0	55.043	19.0	41.122	17.0	10.433	33.0	82.0	0.0	36.869	62.0	9.0	8.0	39.0	54.0	53.0	187.0	0.0	54.0	34.0	62.324	337.0	10.0	48.483	19.25	54.418	0.0	39.497	73.0
K07637	k141_26501_1k141_41476_1k141_31258_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07638	k141_45517_1k141_46658_1k141_45599_1k141_25259_1k141_39340_1k141_31258_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07639	k141_46658_1k141_33970_2k141_39340_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07640	k141_46658_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07641	k141_37187_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07642	k141_13853_1k141_46658_1k141_44189_1k141_36238_1k141_47559_1	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07643	k141_27352_1k141_45183_1k141_19265_1k141_3516_1k141_31269_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07644	k141_1976_1k141_36808_1k141_48866_1k141_4529_1k141_5872_1k141_39131_1k141_32075_1k141_41773_1k141_36238_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07645	k141_33470_1k141_15478_1k141_27352_1k141_21496_1k141_45183_1k141_19265_1k141_31598_1k141_3516_1k141_47115_1k141_41476_1k141_15057_1k141_31269_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07646	k141_40089_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07647	k141_9471_1k141_25400_1k141_33522_2k141_46658_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07648	k141_40175_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07649	k141_33470_1k141_21496_1k141_1283_1k141_15645_1k141_34609_1k141_11710_1k141_47115_1k141_4529_1k141_26501_1k141_39715_1k141_41476_1k141_32075_1k141_15057_1k141_7481_2k141_30417_1k141_38538_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07652	k141_9000_1k141_8518_1k141_24677_1k141_2552_2k141_17948_1k141_42910_1k141_61120_1k141_53780_1k141_20208_2k141_27434_2k141_2951_2	3.894	0.0	3.0	32.565	19.0	0.0	5.0	2.433	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2.483	0.0	54.418	0.0	14.113	0.0
K07653	k141_15478_1k141_16162_1k141_27352_1k141_18715_1k141_18354_1k141_20288_1k141_19265_1k141_22132_1k141_25400_1k141_31598_1k141_3516_1k141_47115_1k141_33522_2k141_39131_1k141_18934_1k141_26501_1k141_15159_1k141_27636_1k141_24515_1k141_39715_1k141_41476_1k141_50044_1k141_31269_1k141_63149_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07654	k141_16162_1k141_45517_1k141_22132_1k141_11183_1k141_46658_1k141_18934_1k141_15159_1k141_27636_1k141_24515_1k141_50044_1k141_63149_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07673	k141_7075_1k141_275_2k141_34289_1k141_47149_1k141_15741_2k141_38027_1	3.595	0.0	0.0	0.0	14.736	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
K07674	k141_47149_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07675	k141_43675_1k141_10119_2k141_32693_1k141_22259_1k141_44844_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07676	k141_30881_1k141_29897_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07677	k141_7289_1k141_33796_1k141_19880_1k141_38617_1k141_7939_1k141_8503_1k141_42917_1k141_46063_1k141_55200_1k141_38135_1k141_41854_1k141_35931_1k141_34079_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07678	k141_21020_1k141_5346_1k141_23080_1k141_18007_1k141_5776_1k141_45605_1k141_35760_1k141_46658_1k141_4136_1k141_22857_1k141_34498_1k141_42459_1k141_39976_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07679	k141_22199_1k141_34412_1k141_19880_1k141_23148_1k141_38617_1k141_7939_1k141_8503_1k141_42917_1k141_56994_1k141_13360_2k141_41788_1k141_41854_1k141_30881_1k141_35931_1k141_34079_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K07681	k141_7075_1k141_275_2k141_34289_1k141_15741_2	3.595	0.0	0.0	0.0	14.736	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
K07683	k141_14931_1k141_2104_1k141_22259_1k141_1207_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
